track,condition_class,condition,time_h,endpoint,value,unit,mean_or_median,error,n,organism_bucket,organism,model,assay,pmid,doi,figure_table,notes
Track F,BSEP-loss,200 µM deoxycholic acid (DCA) vs DMSO,16,qualitative canalicular dilation + rosette-like BC without apical bulkheads,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"primary mouse hepatocytes, collagen sandwich culture",immunofluorescence confocal microscopy,37522754,10.15252/embr.202357181,NOT_REPORTED,"[Track F]; modality=confocal immunofluorescence (F-actin/CD13); feature=canalicular dilatation; apical bulkhead loss; rosette formation; figure_number=Fig 6A/6B; EV3A/B; what_image_shows=F-actin (green)/CD13 (magenta) stained bile canaliculi in sandwich-cultured mouse hepatocytes: DMSO control shows narrow canaliculi with periodic F-actin apical bulkheads; 200 µM DCA shows dilated canaliculi (middle) and spherical rosette-like canaliculi lacking bulkheads (bottom); scale_bar=10 µm (6A), 2 µm (6B); license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=DCA 200 µM; temperature=NOT_REPORTED; url=https://doi.org/10.15252/embr.202357181; usable_for_human_wholecell=no (mouse proxy); Representative images; N=biological replicates (see 6C/6D N=4). Value is qualitative morphology, not a measured metric."
Track F,Control/baseline,200 µM DCA vs DMSO 16 h,16,bile canaliculi volume (segmented),"increased with DCA (boxplot, exact values NOT_REPORTED in text)",µm^3 (segmented volume),median (boxplot),NOT_REPORTED,NOT_REPORTED,mouse,mouse,"primary mouse hepatocytes, collagen sandwich culture",3D confocal segmentation (MorpholibJ),37522754,10.15252/embr.202357181,NOT_REPORTED,"[Track F]; modality=confocal, segmented BC volume; feature=bile canaliculi dilation / volume increase; figure_number=Fig 6E; what_image_shows=Boxplot quantification of segmented bile-canaliculus volume from confocal z-stacks; DCA increases BC volume vs DMSO; scale_bar=see EV4 segmentation pipeline; license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=DCA 200 µM; temperature=NOT_REPORTED; url=https://doi.org/10.15252/embr.202357181; usable_for_human_wholecell=no (mouse proxy); Numeric mean/error not stated in body text (boxplot only). Direction reported; magnitude NOT_REPORTED."
Track F,Control/baseline,DCA vs control,NOT_REPORTED,rosette-like BC lacking apical bulkheads (qualitative),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,3D primary mouse hepatocyte organoids,immunofluorescence confocal,37522754,10.15252/embr.202357181,NOT_REPORTED,"[Track F]; modality=confocal immunofluorescence (ZO-1/F-actin); feature=rosette-like canaliculi; apical bulkhead loss; figure_number=Fig 6I/6J; EV3I; what_image_shows=ZO-1 (yellow)/F-actin (green) in 3D mouse hepatocyte organoids; DCA induces rosette-like bile canaliculi lacking apical bulkheads, mirroring 2D sandwich phenotype; scale_bar=2 µm; license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=DCA; temperature=NOT_REPORTED; url=https://doi.org/10.15252/embr.202357181; usable_for_human_wholecell=no (mouse proxy); Qualitative morphology."
Track F,Control/baseline,untreated / DMSO / DCA-treated,from ~1 h,BC dilation and bulkhead disassembly onset,canaliculi dilated and bulkheads lost after ~1 h DCA,qualitative time-course,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,"primary mouse hepatocytes, sandwich (live time-lapse)",live time-lapse confocal,37522754,10.15252/embr.202357181,NOT_REPORTED,"[Track F]; modality=live confocal time-lapse; feature=bile-canaliculi dynamics; bulkhead remodeling; figure_number=Fig 7A (Movies EV6-EV8); what_image_shows=Live time-lapse of F-actin-labelled bile canaliculi; bulkheads dynamically remodel; after ~1 h DCA canaliculi dilate and bulkheads are lost, progressing to rosette-like canaliculi; scale_bar=NOT_REPORTED; license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=DCA; temperature=NOT_REPORTED; url=https://doi.org/10.15252/embr.202357181; usable_for_human_wholecell=no (mouse proxy); Onset ~1 h reported qualitatively."
Track F,BSEP-loss,PSC vs control (human); MDR2-KO/BDL vs control (mouse),NOT_REPORTED,"BC radius[µm], volume fraction[%], surface area/volume, connectivity, branches, junctions/length, #rosettes, rosette/network-volume ratio",all increased/altered in disease (boxplots; exact values NOT_REPORTED in body text),"mixed (µm, %, counts)",median (boxplots),NOT_REPORTED,NOT_REPORTED,human,human,PSC patient liver tissue + MDR2-KO/BDL mouse liver,3D confocal network segmentation,37522754,10.15252/embr.202357181,NOT_REPORTED,"[Track F]; modality=confocal IF + segmented BC network metrics; feature=canalicular dilatation, rosettes in disease tissue; figure_number=Fig 3B-I; Fig 4A; what_image_shows=Quantitative bile-canalicular network metrics (radius, volume fraction, surface-area/volume, connectivity, branch/junction density, rosette counts) comparing PSC vs control human liver and MDR2-KO/BDL vs control mouse liver; rosettes appear across CV-PV axis; scale_bar=10 µm / 2 µm (tissue panels); license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=disease tissue; temperature=NOT_REPORTED; url=https://doi.org/10.15252/embr.202357181; usable_for_human_wholecell=partial (human PSC tissue, not isolated hepatocytes); Metrics reported as boxplots; numeric means/SD not in extractable text. Statistics *P<0.05,**P<0.01,***P<0.001."
Track F,Control/baseline,WT vs ICAM-1 knockout HepG2,NOT_REPORTED,bile-canaliculus (BC) area,18.9 vs 51.2,µm^2,mean,±1.1 (WT); ±7.2 (KO) SD,≥70 cells per experiment,other,human,HepG2 polarized hepatic epithelial cells,confocal IF + area segmentation,38597186,10.7554/eLife.89261,NOT_REPORTED,"[Track F]; modality=confocal immunofluorescence, BC area quantification; feature=bile-canaliculi size (apical BC-like structures); figure_number=Fig 1E; what_image_shows=Apical bile-canalicular-like structures (F-actin/apical markers) in polarized HepG2; ICAM-1_KO cells show markedly enlarged BC area (51.2 µm2) vs WT (18.9 µm2); rescue with ICAM-1-GFP reduces size; scale_bar=20 µm; license_status=CC-BY 4.0 (eLife; full text states 'Creative Commons Attribution License / CC BY'. NB: PMC copyright-status API returned is_open_access=False/type=None — journal license overrides); substrate_condition=genetic ICAM-1 KO; temperature=NOT_REPORTED; url=https://doi.org/10.7554/eLife.89261; usable_for_human_wholecell=partial (human hepatoma line HepG2, not primary hepatocytes); BC area WT 18.9±1.1 µm2 → ICAM-1_KO 51.2±7.2 µm2, mean±SD, ≥70 cells/experiment, ***p<0.001. Human hepatoma model."
Track F,Control/baseline,WT vs ICAM-1 KO,NOT_REPORTED,BC dynamics — enlarged BCs in KO; frame-to-frame variation not different WT vs KO,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,other,human,HepG2 polarized hepatic epithelial cells,live time-lapse fluorescence microscopy; cryo soft-X-ray tomography,38597186,10.7554/eLife.89261,NOT_REPORTED,[Track F]; modality=live time-lapse fluorescence + Cryo-SXT; feature=bile-canaliculi dynamics; figure_number=Fig 2A/2B (Videos 1-2); what_image_shows=Time-lapse of bile-canalicular-like structures in HepG2 and cryo-SXT tomograms; ICAM-1_KO cells form enlarged BCs; frame-to-frame dynamic variation similar between WT and KO; scale_bar=2 µm (2A); see legend; license_status=CC-BY 4.0 (eLife; full text states 'Creative Commons Attribution License / CC BY'. NB: PMC copyright-status API returned is_open_access=False/type=None — journal license overrides); substrate_condition=genetic ICAM-1 KO; temperature=NOT_REPORTED; url=https://doi.org/10.7554/eLife.89261; usable_for_human_wholecell=partial (human HepG2); Dynamics qualitative; enlargement quantified in Fig 1.
Track F,Control/baseline,WT vs ICAM-1 KO organoids,NOT_REPORTED,apical BC-like domain morphology (qualitative),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,liver organoids from WT and ICAM-1_KO mice,immunofluorescence confocal,38597186,10.7554/eLife.89261,NOT_REPORTED,"[Track F]; modality=confocal immunofluorescence (ICAM-1/pMLC/EBP50/ZO-1); feature=apical/canalicular domain organization; figure_number=Fig 8G; what_image_shows=ICAM-1, pMLC, EBP50 accumulate in apical bile-canalicular-like domains of mouse and human hepatic organoids; ZO-1 surrounds these accumulations; scale_bar=see legend (5-10 µm); license_status=CC-BY 4.0 (eLife; full text states 'Creative Commons Attribution License / CC BY'. NB: PMC copyright-status API returned is_open_access=False/type=None — journal license overrides); substrate_condition=NOT_REPORTED; temperature=NOT_REPORTED; url=https://doi.org/10.7554/eLife.89261; usable_for_human_wholecell=no (mouse proxy); Qualitative organoid morphology."
Track F,Control/baseline,"MYO5B-PFIC patients #1,#2 vs healthy control",NOT_REPORTED,Rab11/syntaxin3 subapical mislocalization; MRP2 subapical; BSEP mislocalized (patient #2),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,MYO5B-PFIC patient liver biopsy (in situ hepatocytes),immunofluorescence microscopy,33924896,10.3390/jcm10091901,NOT_REPORTED,"[Track F]; modality=immunofluorescence confocal; feature=bile-canaliculi protein mislocalization; subapical Rab11 clusters; figure_number=Fig 5-8; what_image_shows=Bile canaliculi (F-actin, unaltered) with Rab11 mislocalized into pronounced aberrant subapical clusters (patients #1,#2), MRP2 at canalicular membrane plus subapical, BSEP mislocalized in patient #2; myo5b marks subapical region; scale_bar=10 µm (Fig 1a-d region); see panels; license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=NOT_REPORTED; temperature=NOT_REPORTED; url=https://doi.org/10.3390/jcm10091901; usable_for_human_wholecell=partial (human liver in situ, PFIC genetic disease); Qualitative protein localization at bile canaliculus; no canalicular dimension metrics for liver."
Track F,Control/baseline,MYO5B-PFIC patient,NOT_REPORTED,ultrastructure of hepatocyte area facing bile canaliculus (mitochondrion imaged),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,human,human,MYO5B-PFIC patient liver biopsy (hepatocyte EM),transmission/cryo electron microscopy + tomography,33924896,10.3390/jcm10091901,NOT_REPORTED,"[Track F]; modality=TEM / cryo-EM / electron tomography; feature=mitochondria near BC; ER; lysosome/autophagic organelles; figure_number=Fig 1 (hepatocyte panel); what_image_shows=Hepatocyte cytoplasm facing the bile canaliculus with a mitochondrion at higher magnification (200 nm insert); ER marker PDI labels ER; large catabolic (autophagic/lysosomal) organelles characterized; scale_bar=1 µm (organelle); 200 nm (mitochondrion insert); license_status=CC-BY 4.0 (PMC copyright-status: is_open_access=True, type='CC BY 4.0', holder=authors); substrate_condition=NOT_REPORTED; temperature=NOT_REPORTED; url=https://doi.org/10.3390/jcm10091901; usable_for_human_wholecell=partial (human liver in situ); Liver-hepatocyte ER/mito/lysosome shown qualitatively; quantitative organelle metrics reported for enterocytes not hepatocytes."
Track F,BSEP-loss,Atp8b1 knockdown (Ad-siRNA) + 50 µM CDCA vs control siRNA,NOT_REPORTED,focal canalicular membrane disruption; blunted/bifurcated/club-shaped microvilli; dilated pseudocanaliculi,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,"primary rat hepatocytes, collagen sandwich (5-day)","TEM (Philips 410), blinded evaluation",19027009,10.1053/j.gastro.2008.10.025,NOT_REPORTED,"[Track F]; modality=transmission electron microscopy; feature=canalicular membrane disruption; microvilli abnormality; figure_number=Fig 6; Fig 7; what_image_shows=TEM of bile canalicular space in Atp8b1-knockdown rat hepatocytes after CDCA: focal disruptions in canalicular membrane continuity, microvilli blunted/bifurcated/club-shaped; control siRNA pseudocanaliculi dilated with few microvilli; scale_bar=20 µm (Fig 6); 2 µm (Fig 7); license_status=All rights reserved (PMC copyright-status: is_open_access=False; PMC author manuscript NIHMS402076); substrate_condition=CDCA 50 µM; temperature=NOT_REPORTED; url=https://doi.org/10.1053/j.gastro.2008.10.025; usable_for_human_wholecell=no (rat proxy); Qualitative EM ultrastructure; hydrophilic UDCA does not cause disruption. Human hepatocytes used for expression assays but EM shown for rat."
Track F,BSEP-loss,PFIC2 (ABCB11 mutation) patients (n=9 EM-studied of 12),NOT_REPORTED,"canalicular dilatation, partial-to-complete microvilli loss, abnormal mitochondrial internal structure, dense secondary lysosomes, granular bile in canalicular lumina",NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,9 patients (EM),human,human,PFIC2 patient liver biopsy/explant (in situ hepatocytes),transmission electron microscopy,21490445,10.1097/PAS.0b013e318212ec87,NOT_REPORTED,"[Track F]; modality=transmission electron microscopy; feature=canalicular dilatation; microvilli loss; abnormal mitochondria; secondary lysosomes; figure_number=Fig 3A; Fig 3B; what_image_shows=TEM of PFIC2 hepatocyte bile canaliculi: dilated canaliculi with effacement/loss of microvilli and finely granular bile in lumen (Fig 3A); abnormal mitochondrial internal structure (Fig 3B); increased dense polymorphous secondary lysosomes; scale_bar=NOT_REPORTED; license_status=All rights reserved (PMC copyright-status: is_open_access=False; Am J Surg Pathol); substrate_condition=NOT_REPORTED; temperature=NOT_REPORTED; url=https://doi.org/10.1097/PAS.0b013e318212ec87; usable_for_human_wholecell=partial (human liver in situ, PFIC2/ABCB11 disease); Findings variable and nonspecific per authors; no quantitative dimensions; no scale bar text captured."
Track F,Control/baseline,Piezo-1 modulation (GsMTx-4 inhibitor / Yoda1 agonist); drug-induced cholestasis,NOT_REPORTED,BC contraction correlated with cyclic Ca2+ transfer BC→hepatocyte; GsMTx-4 blocks transfer causing cholestatic BC-derived vesicles,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,rat,rat,"primary rat hepatocytes, collagen sandwich",live confocal Ca2+ imaging,32827796,10.1016/j.biomaterials.2020.120283,NOT_REPORTED,"[Track F]; modality=live confocal Ca2+ imaging (fluo-8/GCaMP); feature=bile-canaliculi contraction dynamics; ER Ca2+; BC-derived vesicles; figure_number=NOT_REPORTED (full text/figures not accessible; abstract only); what_image_shows=NOT_REPORTED (figures not retrievable; abstract describes intra-canalicular fluo-8 and intracellular GCaMP Ca2+ imaging of BC contraction cycles); scale_bar=NOT_REPORTED; license_status=All rights reserved (PMC copyright-status: is_open_access=False, type='All rights reserved'); substrate_condition=Piezo-1 modulators; temperature=NOT_REPORTED; url=https://doi.org/10.1016/j.biomaterials.2020.120283; usable_for_human_wholecell=no (rat proxy); Only abstract accessible (paywalled); quantitative metrics and figure numbers NOT_REPORTED. Piezo-1 at BC membrane."
Track F,BSEP-loss,GCDCA-induced senescence in AML12; SIRT3 knockdown/overexpression; BDL,NOT_REPORTED,SIRT3 downregulation → mitochondrial dysfunction + senescence (qualitative),NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,NOT_REPORTED,mouse,mouse,AML12 hepatocyte line + BDL mouse liver (+ human cholestatic tissue for P21),NOT_REPORTED,40780373,10.1016/j.freeradbiomed.2025.08.006,NOT_REPORTED,"[Track F]; modality=NOT_REPORTED (abstract only); feature=mitochondrial dysfunction; hepatocyte senescence; figure_number=NOT_REPORTED (full text/figures not accessible); what_image_shows=NOT_REPORTED (figures not retrievable; abstract reports mitochondrial dysfunction with SIRT3 loss in GCDCA-treated AML12 and BDL mice); scale_bar=NOT_REPORTED; license_status=All rights reserved (PMC copyright-status: is_open_access=False, type='All rights reserved'); substrate_condition=GCDCA; temperature=NOT_REPORTED; url=https://doi.org/10.1016/j.freeradbiomed.2025.08.006; usable_for_human_wholecell=no (mouse line proxy; human data is P21 IHC only); Only abstract accessible; no extractable mitochondrial network metrics/figure numbers. Mostly mouse; human limited to P21/HNF4α IHC."
